,pop_grid_pop,geometry,pop_grid_id
38,,"POLYGON ((325425.94071786373 1032512.5026342975, 326341.3611599169 1032508.3919033787, 326337.2351106568 1031586.7301412523, 325421.79289667145 1031590.8373335251, 325425.94071786373 1032512.5026342975))",38
39,,"POLYGON ((326341.3611599169 1032508.3919033787, 327256.7780967133 1032504.3028062697, 327252.6738189573 1031582.6445641686, 326337.2351106568 1031586.7301412523, 326341.3611599169 1032508.3919033787))",39
40,,"POLYGON ((327256.7780967133 1032504.3028062697, 328172.19154674746 1032500.235342547, 328168.1090400696 1031578.5806018496, 327252.6738189573 1031582.6445641686, 327256.7780967133 1032504.3028062697))",40
41,,"POLYGON ((328172.19154674746 1032500.235342547, 329087.60152851307 1032496.1895117884, 329083.5407924902 1031574.5382538738, 328168.1090400696 1031578.5806018496, 328172.19154674746 1032500.235342547))",41
42,,"POLYGON ((329087.60152851307 1032496.1895117884, 330003.0080605039 1032492.1653135739, 329998.96909471444 1031570.5175198221, 329083.5407924902 1031574.5382538738, 329087.60152851307 1032496.1895117884))",42
43,,"POLYGON ((330003.0080605039 1032492.1653135739, 330918.41116121353 1032488.1627474865, 330914.3939652386 1031566.518399277, 329998.96909471444 1031570.5175198221, 330003.0080605039 1032492.1653135739))",43
44,,"POLYGON ((330918.41116121353 1032488.1627474865, 331833.81084913434 1032484.1818131107, 331829.8154225572 1031562.5408918235, 330914.3939652386 1031566.518399277, 330918.41116121353 1032488.1627474865))",44
45,,"POLYGON ((331833.81084913434 1032484.1818131107, 332749.2071427596 1032480.2225100338, 332745.2334851657 1031558.5849970496, 331829.8154225572 1031562.5408918235, 331833.81084913434 1032484.1818131107))",45
46,,"POLYGON ((332749.2071427596 1032480.2225100338, 333664.6000605809 1032476.2848378445, 333660.64817155804 1031554.6507145443, 332745.2334851657 1031558.5849970496, 332749.2071427596 1032480.2225100338))",46
47,,"POLYGON ((333664.6000605809 1032476.2848378445, 334579.9896210907 1032472.3687961353, 334576.05950022896 1031550.7380439, 333660.64817155804 1031554.6507145443, 333664.6000605809 1032476.2848378445))",47
48,,"POLYGON ((334579.9896210907 1032472.3687961353, 335495.3758427804 1032468.4743844988, 335491.46748967224 1031546.8469847101, 334576.05950022896 1031550.7380439, 334579.9896210907 1032472.3687961353))",48
49,,"POLYGON ((335495.3758427804 1032468.4743844988, 336410.75874414155 1032464.601602532, 336406.8721583813 1031542.9775365718, 335491.46748967224 1031546.8469847101, 335495.3758427804 1032468.4743844988))",49
50,,"POLYGON ((336410.75874414155 1032464.601602532, 337326.13834366493 1032460.7504498328, 337322.27352484956 1031539.1296990829, 336406.8721583813 1031542.9775365718, 336410.75874414155 1032464.601602532))",50
51,,"POLYGON ((337326.13834366493 1032460.7504498328, 338241.51465984137 1032456.9209260017, 338237.6716075699 1031535.3034718448, 337322.27352484956 1031539.1296990829, 337326.13834366493 1032460.7504498328))",51
52,,"POLYGON ((338241.51465984137 1032456.9209260017, 339156.88771116105 1032453.1130306415, 339153.0664250349 1031531.4988544604, 338237.6716075699 1031535.3034718448, 338241.51465984137 1032456.9209260017))",52
